Sentence,Error Type,Corrected Sentence
பார்வதி புத்தகத்தை படிக்கிறாள்.,No Error,பார்வதி புத்தகத்தை படிக்கிறாள்.
நாம் புத்தகத்தை படிக்கிறாள்.,No Error,நாம் புத்தகத்தை படிக்கிறாள்.
நாம் பள்ளிக்கு படிக்கிறாள்.,No Error,நாம் பள்ளிக்கு படிக்கிறாள்.
நாம் பழத்தை படிக்கிறான்.,No Error,நாம் பழத்தை படிக்கிறான்.
நான் பந்து செல்வேன்.,No Error,நான் பந்து செல்வேன்.
அவன் புத்தகத்தை படிக்கிறாள்.,No Error,அவன் புத்தகத்தை படிக்கிறாள்.
அவர்கள் பந்து செல்வேன்.,No Error,அவர்கள் பந்து செல்வேன்.
நாம் பழத்தை படிக்கிறாள்.,No Error,நாம் பழத்தை படிக்கிறாள்.
நாம் பாடத்தை படிக்கிறான்.,No Error,நாம் பாடத்தை படிக்கிறான்.
அவன் வீட்டில் செல்வேன்.,No Error,அவன் வீட்டில் செல்வேன்.
அவன் வீட்டில் சாப்பிடுகிறான்.,No Error,அவன் வீட்டில் சாப்பிடுகிறான்.
